,movie_id,movie_title,explanation_type,explanation_text,persuasiveness,transparency,accuracy,satisfactory,persuasiveness_1,transparency_1,accuracy_1,satisfactory_1,persuasiveness_2,transparency_2,accuracy_2,satisfactory_2,persuasiveness_avergae,transparency_avergae,accuracy_avergae,satisfactory_avergae
623,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,attr_peer,这部电影的演员有艾玛·沃森,2.0,4.0,3,3,4,5,5,4,4,4,4,4,4.0,4.5,4.5,4.0
624,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,user,和你兴趣相似的用户中，看过这部电影的98.5%都喜欢,3.0,3.0,3,3,5,5,4,5,5,5,5,5,5.0,5.0,4.5,5.0
625,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,attr_personal,这是一部奇幻电影,2.0,3.0,2,3,5,5,5,4,2,4,3,2,3.5,4.5,4.0,3.0
626,88125,哈利·波特与死亡圣器(下) Harry Potter and the Deathly Hallows: Part 2,peer,童年的完结，魔法世界动荡不安，哈利波特一行人能否战胜邪恶，拯救世界？,3.0,3.0,2,3,3,1,3,2,5,5,5,5,4.0,3.0,4.0,3.5
627,527,辛德勒的名单 Schindler's List,attr_peer,这部电影的演员有拉尔夫·费因斯,2.0,2.0,3,2,3,5,3,4,4,4,4,4,3.5,4.5,3.5,4.0
628,527,辛德勒的名单 Schindler's List,user,和你兴趣相似的用户中，看过这部电影的92.4%都喜欢,3.0,3.0,3,3,5,5,5,4,5,5,5,5,5.0,5.0,5.0,4.5
629,527,辛德勒的名单 Schindler's List,peer,这是一个战争时期真实发生的故事，在那些暗无天日的岁月里，拯救一个人，就是拯救全世界。,4.0,4.0,4,4,4,1,4,2,3,4,4,4,3.5,2.5,4.0,3.0
630,527,辛德勒的名单 Schindler's List,pop,有669241用户看过这部电影(热门度前1%),4.0,4.0,3,3,5,5,3,3,4,5,2,2,4.5,5.0,2.5,2.5
631,527,辛德勒的名单 Schindler's List,attr_nonpersonal,这部电影的编剧是托马斯·肯尼利,2.0,2.0,2,2,3,4,3,2,3,4,4,3,3.0,4.0,3.5,2.5
632,527,辛德勒的名单 Schindler's List,attr_personal,这是一部剧情电影,4.0,4.0,3,3,4,5,3,4,2,4,3,2,3.0,4.5,3.0,3.0
633,527,辛德勒的名单 Schindler's List,attr_random,这部电影的演员有卡罗琳·古多尔,3.0,2.0,2,2,1,5,1,1,4,4,4,4,2.5,4.5,2.5,2.5
634,527,辛德勒的名单 Schindler's List,item,喜欢《社交网络》的也喜欢,4.0,4.0,4,4,1,5,1,1,4,4,4,5,2.5,4.5,2.5,3.0
635,64114,消防员 Fireproof,attr_personal,这是一部家庭电影,4.0,3.0,4,4,2,1,2,1,2,4,3,2,2.0,2.5,2.5,1.5
636,64114,消防员 Fireproof,peer,冲动和不成熟导致了两人之间感情的破灭和婚姻的破裂，他们能否重归于好？,4.0,3.0,3,3,3,2,2,1,3,4,4,4,3.0,3.0,3.0,2.5
637,64114,消防员 Fireproof,attr_nonpersonal,这是一部爱情电影,4.0,3.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
638,64114,消防员 Fireproof,attr_peer,这是一部爱情电影,4.0,3.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
639,64114,消防员 Fireproof,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,4.0,4,4,5,5,3,4,5,5,5,5,5.0,5.0,4.0,4.5
640,64114,消防员 Fireproof,attr_random,这是一部美国电影,2.0,2.0,3,3,1,5,1,1,2,4,3,2,1.5,4.5,2.0,1.5
641,64114,消防员 Fireproof,item,喜欢《功夫梦》的也喜欢,4.0,3.0,4,4,3,5,3,4,4,4,4,5,3.5,4.5,3.5,4.5
642,64114,消防员 Fireproof,pop,有4132用户看过这部电影(热门度前37%),2.0,2.0,2,2,3,5,2,2,1,1,1,1,2.0,3.0,1.5,1.5
643,130628,男孩 Jongens,pop,有11272用户看过这部电影(热门度前24%),2.0,2.0,3,3,2,5,2,2,1,1,1,1,1.5,3.0,1.5,1.5
644,130628,男孩 Jongens,attr_personal,这是一部爱情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
645,130628,男孩 Jongens,attr_peer,这是一部爱情电影,4.0,4.0,4,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
646,130628,男孩 Jongens,item,喜欢《花木兰》的也喜欢,4.0,4.0,4,4,4,5,4,4,4,4,4,5,4.0,4.5,4.0,4.5
647,130628,男孩 Jongens,peer,两个男孩关系亲昵，玩耍和练习都在一起，慢慢生出暧昧的情绪,3.0,4.0,3,3,4,3,4,4,2,4,2,2,3.0,3.5,3.0,3.0
648,130628,男孩 Jongens,attr_random,这部电影的演员有克·赞德弗利特,2.0,2.0,2,2,1,5,1,1,4,4,4,4,2.5,4.5,2.5,2.5
649,130628,男孩 Jongens,attr_nonpersonal,这是一部同性电影,4.0,4.0,3,3,3,4,3,3,2,4,3,2,2.5,4.0,3.0,2.5
650,130628,男孩 Jongens,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,4.0,4.0,4,4,5,5,2,5,5,5,5,5,5.0,5.0,3.5,5.0
651,120311,较量 Drishyam,peer,面对家庭的灾难，主角如何顽抗警察，如何挽救家庭，宛如上帝般创造了日期，不在场的日期。,4.0,3.0,4,4,1,3,1,1,3,3,3,3,2.0,3.0,2.0,2.0
652,120311,较量 Drishyam,attr_random,这是一部家庭电影,4.0,3.0,4,4,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
653,120311,较量 Drishyam,attr_personal,这是一部家庭电影,4.0,3.0,4,4,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
654,120311,较量 Drishyam,attr_peer,这是一部家庭电影,4.0,3.0,4,4,1,1,1,1,2,4,3,2,1.5,2.5,2.0,1.5
655,120311,较量 Drishyam,attr_nonpersonal,这是一部剧情电影,3.0,3.0,4,4,4,5,4,4,2,4,3,2,3.0,4.5,3.5,3.0
656,120311,较量 Drishyam,item,喜欢《功夫熊猫3》的也喜欢,4.0,2.0,4,4,4,5,4,3,4,4,4,5,4.0,4.5,4.0,4.0
657,120311,较量 Drishyam,pop,有356用户看过这部电影(热门度前73%),2.0,1.0,2,2,2,5,2,1,1,1,1,1,1.5,3.0,1.5,1.0
658,2203,辣手摧花 Shadow of a Doubt,attr_peer,这是一部犯罪电影,3.0,4.0,4,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
659,2203,辣手摧花 Shadow of a Doubt,pop,有10739用户看过这部电影(热门度前24%),4.0,2.0,4,4,3,5,1,2,1,1,1,1,2.0,3.0,1.0,1.5
660,2203,辣手摧花 Shadow of a Doubt,peer,小镇沉闷的空气令受过高等教育的十分压抑，她渴望在外谋大事、自己喜爱和崇敬的叔叔能突然出现，为自己的生活注入一缕新风。,1.0,2.0,2,1,1,1,1,1,4,4,4,4,2.5,2.5,2.5,2.5
661,2203,辣手摧花 Shadow of a Doubt,attr_random,这部电影的演员有亨利·崔佛斯,2.0,3.0,3,3,4,5,3,4,4,4,4,4,4.0,4.5,3.5,4.0
662,2203,辣手摧花 Shadow of a Doubt,attr_nonpersonal,这是一部悬疑电影,5.0,4.0,5,5,4,5,5,5,2,4,3,2,3.0,4.5,4.0,3.5
663,2203,辣手摧花 Shadow of a Doubt,attr_personal,这是一部美国电影,3.0,2.0,4,3,1,3,1,2,2,4,3,2,1.5,3.5,2.0,2.0
664,2203,辣手摧花 Shadow of a Doubt,item,喜欢《秒速5厘米》的也喜欢,4.0,3.0,3,3,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
665,2203,辣手摧花 Shadow of a Doubt,user,和你兴趣相似的用户中，看过这部电影的100.0%都喜欢,5.0,5.0,5,5,5,5,2,3,5,5,5,5,5.0,5.0,3.5,4.0
666,527,辛德勒的名单 Schindler's List,attr_personal,这是一部历史电影,1.0,1.0,1,2,3,5,2,3,2,4,3,2,2.5,4.5,2.5,2.5
667,527,辛德勒的名单 Schindler's List,peer,在那些暗无天日的岁月里，拯救一个人，就是拯救全世界。,3.0,2.0,2,3,1,1,1,1,3,3,3,3,2.0,2.0,2.0,2.0
668,527,辛德勒的名单 Schindler's List,attr_random,这部电影的演员有卡罗琳·古多尔,2.0,2.0,3,3,4,5,3,4,4,4,4,4,4.0,4.5,3.5,4.0
669,527,辛德勒的名单 Schindler's List,attr_peer,这是一部战争电影,2.0,3.0,3,4,3,5,2,3,2,4,3,2,2.5,4.5,2.5,2.5
670,527,辛德勒的名单 Schindler's List,item,喜欢《地心引力》的也喜欢,3.0,3.0,4,3,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
671,527,辛德勒的名单 Schindler's List,attr_nonpersonal,这部电影的编剧是托马斯·肯尼利,2.0,2.0,3,3,3,3,1,3,3,4,4,3,3.0,3.5,2.5,3.0
672,527,辛德勒的名单 Schindler's List,user,和你兴趣相似的用户中，看过这部电影的84.6%都喜欢,4.0,5.0,4,4,5,5,3,3,5,5,5,5,5.0,5.0,4.0,4.0
673,527,辛德勒的名单 Schindler's List,pop,有669241用户看过这部电影(热门度前1%),5.0,5.0,5,5,5,5,4,5,4,5,2,2,4.5,5.0,3.0,3.5
674,904,后窗 Rear Window,peer,摄影师发现了一起谋杀案，但他并未目击案发过程，也未见到尸体。那么真相究竟如何呢？杰弗里斯的推测只是他的臆想吗？,4.0,3.0,4,3,3,1,2,2,3,4,3,3,3.0,2.5,2.5,2.5
675,904,后窗 Rear Window,attr_peer,这部电影的导演是阿尔弗雷德·希区柯克,5.0,4.0,5,5,5,4,4,5,3,4,4,3,4.0,4.0,4.0,4.0
676,904,后窗 Rear Window,attr_nonpersonal,这部电影的演员有瑟尔玛·瑞特,2.0,2.0,3,3,4,5,5,5,4,4,4,4,4.0,4.5,4.5,4.5
677,904,后窗 Rear Window,user,和你兴趣相似的用户中，看过这部电影的85.7%都喜欢,4.0,5.0,4,4,5,5,2,2,5,5,5,5,5.0,5.0,3.5,3.5
678,904,后窗 Rear Window,pop,有101408用户看过这部电影(热门度前6%),4.0,5.0,5,4,5,5,3,4,3,5,2,2,4.0,5.0,2.5,3.0
679,904,后窗 Rear Window,attr_random,这是一部美国电影,2.0,3.0,4,3,1,3,1,1,2,4,3,2,1.5,3.5,2.0,1.5
680,904,后窗 Rear Window,attr_personal,这是一部美国电影,2.0,3.0,4,3,1,3,1,1,2,4,3,2,1.5,3.5,2.0,1.5
681,904,后窗 Rear Window,item,喜欢《小王子》的也喜欢,5.0,5.0,5,4,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
682,858,教父 The Godfather,pop,有572549用户看过这部电影(热门度前1%),5.0,5.0,5,5,5,5,3,5,4,5,2,2,4.5,5.0,2.5,3.5
683,858,教父 The Godfather,attr_random,这是一部犯罪电影,4.0,5.0,4,5,3,5,4,3,2,4,3,2,2.5,4.5,3.5,2.5
684,858,教父 The Godfather,attr_peer,这是一部犯罪电影,4.0,5.0,4,5,3,5,4,3,2,4,3,2,2.5,4.5,3.5,2.5
685,858,教父 The Godfather,user,和你兴趣相似的用户中，看过这部电影的85.2%都喜欢,4.0,5.0,4,4,5,5,2,3,5,5,5,5,5.0,5.0,3.5,4.0
686,858,教父 The Godfather,item,喜欢《地心引力》的也喜欢,3.0,4.0,3,3,3,5,4,3,4,4,4,5,3.5,4.5,4.0,4.0
687,858,教父 The Godfather,attr_personal,这是一部美国电影,3.0,3.0,4,3,1,3,1,2,2,4,3,2,1.5,3.5,2.0,2.0
688,858,教父 The Godfather,attr_nonpersonal,这部电影的演员有理查德·卡斯特尔诺,2.0,2.0,3,3,4,5,3,3,4,4,4,4,4.0,4.5,3.5,3.5
689,858,教父 The Godfather,peer,两代人的故事引出了美国黑帮的史诗,4.0,3.0,4,4,2,1,3,2,3,3,3,3,2.5,2.0,3.0,2.5
690,50,非常嫌疑犯 The Usual Suspects,attr_random,这是一部犯罪电影,4.0,5.0,5,5,3,5,4,4,2,4,3,2,2.5,4.5,3.5,3.0
691,50,非常嫌疑犯 The Usual Suspects,attr_peer,这是一部犯罪电影,4.0,5.0,5,5,3,5,4,4,2,4,3,2,2.5,4.5,3.5,3.0
692,50,非常嫌疑犯 The Usual Suspects,attr_personal,这是一部德国电影,4.0,2.0,3,3,1,3,1,1,2,4,3,2,1.5,3.5,2.0,1.5
693,50,非常嫌疑犯 The Usual Suspects,item,喜欢《地心引力》的也喜欢,3.0,4.0,4,3,3,5,4,4,4,4,4,5,3.5,4.5,4.0,4.5
694,50,非常嫌疑犯 The Usual Suspects,pop,有171366用户看过这部电影(热门度前4%),4.0,5.0,5,5,5,5,2,4,3,5,2,2,4.0,5.0,2.0,3.0
695,50,非常嫌疑犯 The Usual Suspects,user,和你兴趣相似的用户中，看过这部电影的85.9%都喜欢,4.0,5.0,4,4,5,5,3,3,5,5,5,5,5.0,5.0,4.0,4.0
696,50,非常嫌疑犯 The Usual Suspects,peer,一段天衣无缝的谎言，一次瞒天过海的计谋。,4.0,4.0,4,3,4,3,3,4,3,4,3,3,3.5,3.5,3.0,3.5
697,50,非常嫌疑犯 The Usual Suspects,attr_nonpersonal,这部电影的演员有史蒂芬·鲍德温,3.0,3.0,3,3,5,5,5,5,4,4,4,4,4.5,4.5,4.5,4.5
698,908,西北偏北 North by Northwest,item,喜欢《秒速5厘米》的也喜欢,3.0,4.0,4,3,3,5,4,3,4,4,4,5,3.5,4.5,4.0,4.0
699,908,西北偏北 North by Northwest,attr_nonpersonal,这部电影的演员有洁茜·罗伊丝·兰迪斯,2.0,1.0,3,3,4,5,4,5,4,4,4,4,4.0,4.5,4.0,4.5
700,908,西北偏北 North by Northwest,attr_peer,这是一部犯罪电影,4.0,5.0,5,4,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
701,908,西北偏北 North by Northwest,attr_personal,这是一部动作电影,4.0,5.0,4,4,3,5,3,4,2,4,3,2,2.5,4.5,3.0,3.0
702,908,西北偏北 North by Northwest,peer,罗杰被人认成了凯普林，从此以后灾难不断，扑朔迷离之中，孰对孰错？,3.0,3.0,4,3,1,1,1,1,3,4,4,3,2.0,2.5,2.5,2.0
703,908,西北偏北 North by Northwest,user,和你兴趣相似的用户中，看过这部电影的72.7%都喜欢,3.0,4.0,4,4,4,4,2,3,4,5,4,4,4.0,4.5,3.0,3.5
704,908,西北偏北 North by Northwest,pop,有59199用户看过这部电影(热门度前9%),4.0,5.0,5,4,4,5,3,4,3,4,2,2,3.5,4.5,2.5,3.0
705,908,西北偏北 North by Northwest,attr_random,这部电影的导演是阿尔弗雷德·希区柯克,5.0,5.0,5,5,5,4,3,4,3,4,4,3,4.0,4.0,3.5,3.5
706,670,大树之歌 অপুর সংসার,item,喜欢《秒速5厘米》的也喜欢,3.0,4.0,4,3,3,5,3,2,4,4,4,5,3.5,4.5,3.5,3.5
707,670,大树之歌 অপুর সংসার,attr_nonpersonal,这是一部剧情电影,4.0,3.0,3,3,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
708,670,大树之歌 অপুর সংসার,attr_personal,这是一部剧情电影,4.0,3.0,3,3,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
709,670,大树之歌 অপুর সংসার,attr_peer,这是一部剧情电影,4.0,3.0,3,3,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
710,670,大树之歌 অপুর সংসার,attr_random,这部电影的演员有Alok Chakravarty,2.0,2.0,3,3,3,5,2,3,4,4,4,4,3.5,4.5,3.0,3.5
711,670,大树之歌 অপুর সংসার,pop,有2370用户看过这部电影(热门度前46%),2.0,3.0,3,3,2,5,1,2,1,1,1,1,1.5,3.0,1.0,1.5
712,670,大树之歌 অপুর সংসার,peer,这部佳作以朴素、强烈的感情和视觉上的独特美感给人以心灵上的震撼。,4.0,4.0,5,4,4,3,4,4,3,3,3,3,3.5,3.0,3.5,3.5
713,912,卡萨布兰卡 Casablanca,attr_nonpersonal,这部电影的编剧是默里·伯内特,2.0,3.0,3,3,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
714,912,卡萨布兰卡 Casablanca,user,和你兴趣相似的用户中，看过这部电影的83.3%都喜欢,4.0,5.0,5,4,5,5,3,3,5,5,5,5,5.0,5.0,4.0,4.0
715,912,卡萨布兰卡 Casablanca,pop,有165342用户看过这部电影(热门度前4%),5.0,5.0,5,5,5,5,4,4,3,5,2,2,4.0,5.0,3.0,3.0
716,912,卡萨布兰卡 Casablanca,peer,面对爱情与生存是决定留下，还是离去，他们的爱情在政治和伦理的推波逐流中走向何方。,2.0,2.0,2,2,2,3,3,3,3,4,3,3,2.5,3.5,3.0,3.0
717,912,卡萨布兰卡 Casablanca,attr_peer,这是一部爱情电影,2.0,2.0,1,2,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
718,912,卡萨布兰卡 Casablanca,item,喜欢《小王子》的也喜欢,4.0,4.0,4,4,3,5,4,4,4,4,4,5,3.5,4.5,4.0,4.5
719,912,卡萨布兰卡 Casablanca,attr_random,这部电影的演员有克劳德·雷恩斯,2.0,2.0,3,3,4,5,4,5,4,4,4,4,4.0,4.5,4.0,4.5
720,912,卡萨布兰卡 Casablanca,attr_personal,这是一部美国电影,2.0,3.0,4,3,1,3,1,1,2,4,3,2,1.5,3.5,2.0,1.5
721,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_random,这是一部剧情电影,4.0,5.0,5,5,3,5,2,3,2,4,3,2,2.5,4.5,2.5,2.5
722,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,peer,这部音乐剧特别有名，而且音乐好听，制作精良，值得一看。,3.0,4.0,4,4,3,4,4,4,4,4,4,4,3.5,4.0,4.0,4.0
723,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_nonpersonal,这部电影的编剧是安德鲁·洛伊德·韦伯,1.0,1.0,3,3,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
724,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_peer,这部电影的编剧是安德鲁·洛伊德·韦伯,1.0,1.0,3,3,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
725,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,pop,有9823用户看过这部电影(热门度前25%),3.0,2.0,3,3,3,5,1,1,1,1,1,1,2.0,3.0,1.0,1.0
726,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,attr_personal,这是一部英国电影,3.0,3.0,3,3,1,3,1,2,2,4,3,2,1.5,3.5,2.0,2.0
727,143547,剧院魅影：25周年纪念演出 The Phantom of the Opera at the Royal Albert Hall,item,喜欢《恐怖游轮》的也喜欢,4.0,5.0,5,5,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
728,3147,绿里奇迹 The Green Mile,attr_personal,这部电影的演员有汤姆·汉克斯,4.0,5.0,4,5,5,5,5,5,4,4,4,4,4.5,4.5,4.5,4.5
729,3147,绿里奇迹 The Green Mile,attr_peer,这部电影的演员有汤姆·汉克斯,4.0,5.0,4,5,5,5,5,5,4,4,4,4,4.5,4.5,4.5,4.5
730,3147,绿里奇迹 The Green Mile,attr_random,这是一部奇幻电影,4.0,4.0,3,3,3,5,3,4,2,4,3,2,2.5,4.5,3.0,3.0
731,3147,绿里奇迹 The Green Mile,peer,很有名的奇幻片，汤姆·汉克斯是主演，质量有保证。,5.0,5.0,5,5,4,5,4,5,4,4,4,4,4.0,4.5,4.0,4.5
732,3147,绿里奇迹 The Green Mile,item,喜欢《珍珠港》的也喜欢,5.0,5.0,4,4,3,5,2,2,4,4,4,5,3.5,4.5,3.0,3.5
733,3147,绿里奇迹 The Green Mile,user,和你兴趣相似的用户中，看过这部电影的94.6%都喜欢,5.0,5.0,5,5,5,5,2,4,5,5,5,5,5.0,5.0,3.5,4.5
734,3147,绿里奇迹 The Green Mile,pop,有158820用户看过这部电影(热门度前4%),5.0,5.0,3,3,5,5,2,4,3,5,2,2,4.0,5.0,2.0,3.0
735,3147,绿里奇迹 The Green Mile,attr_nonpersonal,这部电影的编剧是弗兰克·德拉邦特,1.0,1.0,3,3,3,3,1,3,3,4,4,3,3.0,3.5,2.5,3.0
736,5618,千与千寻 千と千尋の神隠し,peer,宫崎骏最经典的作品，曾经获得奥斯卡奖，讲述了一个令人感动的奇幻故事。,5.0,4.0,4,4,4,5,5,5,5,5,5,5,4.5,5.0,5.0,5.0
737,5618,千与千寻 千と千尋の神隠し,attr_nonpersonal,这部电影的演员有柊瑠美,1.0,1.0,1,1,4,5,3,4,4,4,4,4,4.0,4.5,3.5,4.0
738,5618,千与千寻 千と千尋の神隠し,item,喜欢《穆赫兰道》的也喜欢,5.0,5.0,4,4,3,5,4,3,4,4,4,5,3.5,4.5,4.0,4.0
739,5618,千与千寻 千と千尋の神隠し,attr_personal,这是一部奇幻电影,3.0,3.0,4,3,3,5,3,3,2,4,3,2,2.5,4.5,3.0,2.5
740,5618,千与千寻 千と千尋の神隠し,attr_random,这是一部日本电影,2.0,2.0,3,3,2,3,1,2,2,4,3,2,2.0,3.5,2.0,2.0
741,5618,千与千寻 千と千尋の神隠し,pop,有1326004用户看过这部电影(热门度前1%),5.0,5.0,4,4,5,5,3,4,4,5,2,2,4.5,5.0,2.5,3.0
742,5618,千与千寻 千と千尋の神隠し,attr_peer,这部电影的导演是宫崎骏,5.0,5.0,3,3,5,4,5,5,3,4,4,3,4.0,4.0,4.5,4.0
743,5618,千与千寻 千と千尋の神隠し,user,和你兴趣相似的用户中，看过这部电影的84.2%都喜欢,4.0,4.0,4,4,5,5,2,3,5,5,5,5,5.0,5.0,3.5,4.0
744,158783,小姐 아가씨,item,喜欢《穆赫兰道》的也喜欢,5.0,5.0,4,4,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
745,158783,小姐 아가씨,attr_peer,这部电影的导演是朴赞郁,5.0,5.0,4,5,2,4,2,2,3,4,4,3,2.5,4.0,3.0,2.5
746,158783,小姐 아가씨,attr_nonpersonal,这部电影的编剧是莎拉·沃特丝,1.0,1.0,2,1,3,3,1,3,3,4,4,3,3.0,3.5,2.5,3.0
747,158783,小姐 아가씨,attr_random,这部电影的演员有金泰梨,1.0,1.0,2,1,5,5,5,5,4,4,4,4,4.5,4.5,4.5,4.5
748,158783,小姐 아가씨,user,和你兴趣相似的用户中，看过这部电影的81.8%都喜欢,3.0,3.0,4,4,5,5,1,1,5,5,5,5,5.0,5.0,3.0,3.0
749,158783,小姐 아가씨,peer,韩国导演改编英国小说，风格独特，口碑也不错。,4.0,4.0,5,5,2,1,2,2,3,4,4,3,2.5,2.5,3.0,2.5
750,158783,小姐 아가씨,attr_personal,这是一部悬疑电影,5.0,5.0,5,5,4,5,3,3,2,4,3,2,3.0,4.5,3.0,2.5
751,158783,小姐 아가씨,pop,有185620用户看过这部电影(热门度前3%),5.0,5.0,3,3,5,5,4,4,4,5,2,2,4.5,5.0,3.0,3.0
752,608,冰血暴 Fargo,pop,有57318用户看过这部电影(热门度前9%),3.0,3.0,4,4,4,5,2,4,3,4,2,2,3.5,4.5,2.0,3.0
753,608,冰血暴 Fargo,attr_personal,这是一部惊悚电影,5.0,5.0,5,5,3,5,2,4,2,4,3,2,2.5,4.5,2.5,3.0
754,608,冰血暴 Fargo,attr_random,这部电影的编剧是伊桑·科恩,5.0,5.0,4,4,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
755,608,冰血暴 Fargo,attr_peer,这部电影的编剧是伊桑·科恩,5.0,5.0,4,4,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
756,608,冰血暴 Fargo,user,和你兴趣相似的用户中，看过这部电影的85.4%都喜欢,4.0,4.0,4,4,5,5,3,3,5,5,5,5,5.0,5.0,4.0,4.0
757,608,冰血暴 Fargo,item,喜欢《穆赫兰道》的也喜欢,4.0,4.0,4,4,3,5,4,4,4,4,4,5,3.5,4.5,4.0,4.5
758,608,冰血暴 Fargo,attr_nonpersonal,这部电影的编剧是乔尔·科恩,4.0,4.0,4,4,3,3,3,3,3,4,4,3,3.0,3.5,3.5,3.0
759,608,冰血暴 Fargo,peer,经典的犯罪电影，热门美剧冰血暴的原版电影，值得一看。,4.0,4.0,5,5,4,4,4,4,4,4,4,4,4.0,4.0,4.0,4.0
760,58559,蝙蝠侠：黑暗骑士 The Dark Knight,user,和你兴趣相似的用户中，看过这部电影的90.8%都喜欢,3.0,3.0,4,4,5,5,2,4,5,5,5,5,5.0,5.0,3.5,4.5
761,58559,蝙蝠侠：黑暗骑士 The Dark Knight,item,喜欢《地心引力》的也喜欢,3.0,4.0,4,4,3,5,4,4,4,4,4,5,3.5,4.5,4.0,4.5
762,58559,蝙蝠侠：黑暗骑士 The Dark Knight,attr_personal,这是一部动作电影,4.0,5.0,4,4,3,5,4,3,2,4,3,2,2.5,4.5,3.5,2.5
763,58559,蝙蝠侠：黑暗骑士 The Dark Knight,pop,有612010用户看过这部电影(热门度前1%),5.0,5.0,4,4,5,5,5,5,4,5,2,2,4.5,5.0,3.5,3.5
764,58559,蝙蝠侠：黑暗骑士 The Dark Knight,attr_nonpersonal,这部电影的编剧是乔纳森·诺兰,4.0,4.0,4,4,3,3,2,3,3,4,4,3,3.0,3.5,3.0,3.0
765,58559,蝙蝠侠：黑暗骑士 The Dark Knight,attr_peer,这部电影的导演是克里斯托弗·诺兰,4.0,5.0,5,5,5,4,4,4,3,4,4,3,4.0,4.0,4.0,3.5
766,58559,蝙蝠侠：黑暗骑士 The Dark Knight,attr_random,这是一部剧情电影,5.0,5.0,5,4,2,5,2,2,2,4,3,2,2.0,4.5,2.5,2.0
767,58559,蝙蝠侠：黑暗骑士 The Dark Knight,peer,影史经典不容错过，值得一看的优质商业电影。,5.0,5.0,5,5,2,5,2,2,4,4,4,4,3.0,4.5,3.0,3.0
768,3949,梦之安魂曲 Requiem for a Dream,attr_nonpersonal,这部电影的导演是达伦·阿伦诺夫斯基,2.0,1.0,2,1,4,4,4,5,3,4,4,3,3.5,4.0,4.0,4.0
769,3949,梦之安魂曲 Requiem for a Dream,attr_peer,这部电影的导演是达伦·阿伦诺夫斯基,2.0,1.0,2,1,4,4,4,5,3,4,4,3,3.5,4.0,4.0,4.0
770,3949,梦之安魂曲 Requiem for a Dream,pop,有150264用户看过这部电影(热门度前4%),4.0,4.0,4,4,5,5,3,3,3,5,2,2,4.0,5.0,2.5,2.5
771,3949,梦之安魂曲 Requiem for a Dream,user,和你兴趣相似的用户中，看过这部电影的94.3%都喜欢,5.0,4.0,5,5,5,4,4,5,5,5,5,5,5.0,4.5,4.5,5.0
772,3949,梦之安魂曲 Requiem for a Dream,peer,这部电影的视觉效果很好，充满迷幻的风格，引人深思。,5.0,5.0,5,5,2,4,2,3,3,4,4,3,2.5,4.0,3.0,3.0
773,3949,梦之安魂曲 Requiem for a Dream,attr_random,这是一部美国电影,4.0,5.0,4,4,3,2,3,3,2,4,3,2,2.5,3.0,3.0,2.5
774,3949,梦之安魂曲 Requiem for a Dream,attr_personal,这是一部美国电影,4.0,5.0,4,4,3,2,3,3,2,4,3,2,2.5,3.0,3.0,2.5
775,3949,梦之安魂曲 Requiem for a Dream,item,喜欢《穆赫兰道》的也喜欢,4.0,5.0,4,4,3,5,3,3,4,4,4,5,3.5,4.5,3.5,4.0
776,527,辛德勒的名单 Schindler's List,attr_peer,这部电影的导演是史蒂文·斯皮尔伯格,5.0,5.0,5,5,4,5,4,4,3,4,4,3,3.5,4.5,4.0,3.5
